Summons Number,Plate ID,Registration State,Violation Code
48477,GCF1390,NY,36
48478,HVV6208,NY,36
48479,HPN1368,NY,36
48480,GBD1660,NY,36
48481,LOPRO,NY,36
48482,HNA5780,NY,36
48483,HFF3387,NY,36
48484,HYU1930,NY,36
48485,HZP3981,NY,36
48486,MS9988,NY,36
48487,HDX7928,NY,36
48488,HSA8246,NY,36
48489,HVW2972,NY,36
48490,HXE5888,NY,36
48491,GTC4940,NY,36
48492,GXZ9006,NY,36
48493,HUL3561,NY,36
48494,GZM1654,NY,36
48495,HNY6693,NY,36
48496,GWJ1488,NY,36
48497,HAY7157,NY,36
48498,HGC4011,NY,36
48499,HTN9482,NY,36
48500,HTV1528,NY,36
48501,HLA7201,NY,36
48502,HWK5781,NY,36
48503,HST4299,NY,36
48504,GZT3565,NY,36
48505,HGV5627,NY,36
48506,HMT5346,NY,36
48507,HXE9484,NY,36
48508,HVC2487,NY,36
48509,HVY2859,NY,36
48510,HSB5545,NY,36
48511,HTN9482,NY,36
48512,HXV9439,NY,36
48513,HVD2611,NY,36
48514,GMK5220,NY,36
48515,HME8692,NY,36
48516,HYC2500,NY,36
48517,HWV1223,NY,36
48518,HXA8450,NY,36
48519,GZY1260,NY,36
48520,HNV8160,NY,36
48521,HTW5835,NY,36
48522,HVC9078,NY,36
48523,HDT9878,NY,36
48524,GNV9872,NY,36
48525,GNC3334,NY,36
48526,HSH9870,NY,36
48527,HXF1111,NY,36
48528,HUJ4912,NY,36
48529,HMU1826,NY,36
48530,JBD3156,NY,36
48531,HVW1127,NY,36
48532,HGF1276,NY,36
48533,HTW2615,NY,36
48534,GTT2864,NY,36
48535,HFV4355,NY,36
48536,HLB7816,NY,36
48537,GXG4825,NY,36
48538,GZZ6513,NY,36
48539,HVW6432,NY,36
48540,HUU2707,NY,36
48541,GCR4238,NY,36
48542,HVW4985,NY,36
48543,HYR3217,NY,36
48544,GCA3678,NY,36
48545,HFV4355,NY,36
48546,HHY6757,NY,36
48547,GUV2303,NY,36
48548,HYW5994,NY,36
48549,HRJ4226,NY,36
48550,HBR3185,NY,36
48551,HYX4600,NY,36
48552,HRH5695,NY,36
48553,HZR3383,NY,36
48554,GLS8293,NY,36
48555,GLZ3533,NY,36
48556,HXZ1614,NY,36
48557,HCV2065,NY,36
48558,HRP5182,NY,36
48559,HKN8449,NY,36
48560,HWS3701,NY,36
48561,HVW3090,NY,36
48562,HTU7962,NY,36
48563,HRF8268,NY,36
48564,HYW9647,NY,36
48565,HDZ7204,NY,36
48566,HHX6480,NY,36
48567,HGM8505,NY,36
48568,HLM6848,NY,36
48569,GLN5026,NY,36
48570,GRM6707,NY,36
48571,HGR1275,NY,36
48572,HXB1271,NY,36
48573,GUZ5316,NY,36
48574,HWM2306,NY,36
48575,HFB8053,NY,36
48576,GGU6230,NY,36
48577,GBC3229,NY,36
48578,HNZ8770,NY,36
48579,HYK7657,NY,36
48580,HLW7799,NY,36
48581,GZD6656,NY,36
48582,HMV8215,NY,36
48583,HNP1030,NY,36
48584,GJF9331,NY,36
48585,HWY6093,NY,36
48586,HFV1097,NY,36
48587,HBW2414,NY,36
48588,GLV9846,NY,36
48589,HBX8211,NY,36
48590,HCP8804,NY,36
48591,HGL5467,NY,36
48592,JAB5947,NY,36
48593,HCX9214,NY,36
48594,HAN6318,NY,36
48595,GJP9535,NY,36
48596,HND6684,NY,36
48597,HTM8558,NY,36
48598,GKD5341,NY,36
48599,HPN9065,NY,36
48600,HTB2608,NY,36
48601,HNH8382,NY,36
48602,GVG5383,NY,36
48603,JAF3806,NY,36
48604,GGU3595,NY,36
48605,HFM8623,NY,36
48606,JBE8520,NY,36
48607,HXE5671,NY,36
48608,HPM5801,NY,36
48609,HRP9459,NY,36
48610,HUH3592,NY,36
48611,JAB9148,NY,36
48612,GFS7156,NY,36
48613,GNV8652,NY,36
48614,GWG5896,NY,36
48615,HRZ5955,NY,36
48616,GNY2341,NY,36
48617,HCC6608,NY,36
48618,GJZ2361,NY,36
48619,GLA8358,NY,36
48620,HRS6965,NY,36
48621,HFD1985,NY,36
48622,GKR2041,NY,36
48623,GAC6126,NY,36
48624,GUZ9319,NY,36
48625,HWT6807,NY,36
48626,HLD4230,NY,36
48627,HVS9577,NY,36
48628,HKK7361,NY,36
48629,GEG4848,NY,36
48630,GKK8388,NY,36
48631,HVL7707,NY,36
48632,GGT5971,NY,36
48633,HNJ3507,NY,36
48634,GCG1047,NY,36
48635,GKS2675,NY,36
48636,GML2879,NY,36
48637,HHJ5741,NY,36
48638,HFV9142,NY,36
48639,GVW4523,NY,36
48640,HEB8987,NY,36
48641,GZK2105,NY,36
48642,HWT6807,NY,36
48643,HUC4283,NY,36
48644,HZR7498,NY,36
48645,GPS7621,NY,36
48646,HXK2449,NY,36
48647,HZF4287,NY,36
48648,HTY4512,NY,36
48649,GSM4504,NY,36
48650,HLS8624,NY,36
48651,GFT2581,NY,36
48652,HXH3634,NY,36
48653,HKR7910,NY,36
48654,HJK2439,NY,36
48655,GVC2399,NY,36
48656,GUK5874,NY,36
48657,HUF5621,NY,36
48658,HMN8552,NY,36
48659,GSN4604,NY,36
48660,HMV3059,NY,36
48661,HAM4674,NY,36
48662,GXM9852,NY,36
48663,HDU4780,NY,36
48664,HDU2891,NY,36
48665,HMJ4274,NY,36
48666,GVF8303,NY,36
48667,JBC1673,NY,36
48668,HCR5243,NY,36
48669,HAM5203,NY,36
48670,HSJ1088,NY,36
48671,HUB4097,NY,36
48672,HVD9472,NY,36
48673,HXF5191,NY,36
48674,GCU6078,NY,36
48675,HNR1425,NY,36
48676,HRB1642,NY,36
48677,GTA8196,NY,36
48678,GVD6448,NY,36
48679,HJV5429,NY,36
48680,HHB9480,NY,36
48681,HJV7817,NY,36
48682,HBM6406,NY,36
48683,JAN8363,NY,36
48684,HYH7423,NY,36
48685,HSR6013,NY,36
48686,K8R255,NY,36
48687,HSL7228,NY,36
48688,HAA9481,NY,36
48689,HTJ1795,NY,36
48690,HAN7515,NY,36
48691,GGU1757,NY,36
48692,JAJ3047,NY,36
48693,GZP9594,NY,36
48694,HSS3169,NY,36
48695,HPL3305,NY,36
48696,HUS2676,NY,36
48697,GSC2764,NY,36
48698,HDW4751,NY,36
48699,HVN6567,NY,36
48700,GJH6864,NY,36
48701,JBD7049,NY,36
48702,HTW6847,NY,36
48703,GZY2052,NY,36
48704,GDB1105,NY,36
48705,GYR2882,NY,36
48706,HXZ7299,NY,36
48707,JAB3734,NY,36
48708,GKY1260,NY,36
48709,HSE4535,NY,36
48710,GGY9854,NY,36
48711,GWC7094,NY,36
48712,HMM2503,NY,36
48713,GPD7381,NY,36
48714,GVG2767,NY,36
48715,HWW5877,NY,36
48716,HUW4805,NY,36
48717,GNJ5980,NY,36
48718,HXN2865,NY,36
48719,GBJ6316,NY,36
48720,GRU8193,NY,36
48721,HUG5959,NY,36
48722,HXA4548,NY,36
48723,GUW1869,NY,36
48724,HWY3554,NY,36
48725,HHP9723,NY,36
48726,HTW7411,NY,36
48727,HJN6944,NY,36
48728,GTC9724,NY,36
48729,HKE7417,NY,36
48730,GCF1403,NY,36
48731,GBH3316,NY,36
48732,GZT7016,NY,36
48733,GYV8831,NY,36
48734,HXL3450,NY,36
48735,HTS1946,NY,36
48736,GTV5277,NY,36
48737,HAT6886,NY,36
48738,HZE2167,NY,36
48739,GDY5017,NY,36
48740,HKL4314,NY,36
48741,HPZ1029,NY,36
48742,HWH1439,NY,36
48743,HNU2940,NY,36
48744,HFF1889,NY,36
48745,HWY4057,NY,36
48746,GLV8513,NY,36
48747,GAR3924,NY,36
48748,GCK3049,NY,36
48749,GLZ4087,NY,36
48750,GHL8266,NY,36
48751,HVC1863,NY,36
48752,HTS2737,NY,36
48753,HXK4015,NY,36
48754,GXE4216,NY,36
48755,HVN6567,NY,36
48756,MSVARGAS,NY,36
48757,HYS3577,NY,36
48758,HXE9618,NY,36
48759,HDH8787,NY,36
48760,HUK7984,NY,36
48761,HXE9922,NY,36
48762,GZE2210,NY,36
48763,HPJ3622,NY,36
48764,HXE6571,NY,36
48765,JBX3569,NY,36
48766,HYU7913,NY,36
48767,GWC9608,NY,36
48768,HUT3501,NY,36
48769,KICKSERV,NY,36
48770,HJY9350,NY,36
48771,HEX3805,NY,36
48772,GNV8813,NY,36
48773,HGK1757,NY,36
48774,HXD7140,NY,36
48775,HMD9298,NY,36
48776,GXE1162,NY,36
48777,GYE7821,NY,36
48778,GLJ7402,NY,36
48779,HKP6015,NY,36
48780,JAF2872,NY,36
48781,GSR3196,NY,36
48782,HXF3048,NY,36
48783,GEH9843,NY,36
48784,HSA3398,NY,36
48785,HVW4774,NY,36
48786,GYB5093,NY,36
48787,HUH2497,NY,36
48788,HAZ5607,NY,36
48789,GMH5125,NY,36
48790,GJC9620,NY,36
48791,HDT8550,NY,36
48792,GZC3731,NY,36
48793,GWB8496,NY,36
48794,GNT4103,NY,36
48795,GPM7095,NY,36
48796,JAM1579,NY,36
48797,GMD4440,NY,36
48798,HEE7133,NY,36
48799,GKR7578,NY,36
48800,GCN6339,NY,36
48801,HMT5902,NY,36
48802,HXY6148,NY,36
48803,HTN1448,NY,36
48804,HZK9317,NY,36
48805,GYW5414,NY,36
48806,GVV9109,NY,36
48807,HHT7767,NY,36
48808,GFS9325,NY,36
48809,HSB6976,NY,36
48810,GAL6304,NY,36
48811,GYD5756,NY,36
48812,HTP1257,NY,36
48813,GKX8741,NY,36
48814,GRD2440,NY,36
48815,HYW4400,NY,36
48816,HWV4437,NY,36
48817,HLT9300,NY,36
48818,GKP1337,NY,36
48819,GAB1438,NY,36
48820,HMU1753,NY,36
48821,GXV1613,NY,36
48822,HLW4935,NY,36
48823,HNP4962,NY,36
48824,HSL3672,NY,36
48825,HSB5838,NY,36
48826,GSG7489,NY,36
48827,GXU8310,NY,36
48828,HCC4467,NY,36
48829,HZH3361,NY,36
48830,HZM8370,NY,36
48831,KAGBENI,NY,36
48832,HXK2484,NY,36
48833,HHV6807,NY,36
48834,HMP5592,NY,36
48835,HKE5638,NY,36
48836,HPH9911,NY,36
48837,GDE4209,NY,36
48838,HEB3020,NY,36
48839,HCM4944,NY,36
48840,GPK2684,NY,36
48841,GKN1372,NY,36
48842,GCV3178,NY,36
48843,HHS2981,NY,36
48844,HLM4970,NY,36
48845,HHU4399,NY,36
48846,HTB9070,NY,36
48847,HAZ6793,NY,36
48848,HRZ1473,NY,36
48849,HKK4375,NY,36
48850,GFD5774,NY,36
48851,GZY1841,NY,36
48852,HMR3674,NY,36
48853,HSV5177,NY,36
48854,HYN5486,NY,36
48855,GLC1030,NY,36
48856,HCS2998,NY,36
48857,GZM6777,NY,36
48858,HVE9886,NY,36
48859,JBH8667,NY,36
48860,HPM1476,NY,36
48861,HXV9779,NY,36
48862,GGS8030,NY,36
48863,JBE8043,NY,36
48864,HXK1353,NY,36
48865,HAM5671,NY,36
48866,HRK9762,NY,36
48867,HPD4076,NY,36
48868,HWX8457,NY,36
48869,MYBABE,NY,36
48870,GUX5081,NY,36
48871,GFG4849,NY,36
48872,HNW3264,NY,36
48873,GMA3815,NY,36
48874,GXD7973,NY,36
48875,HTD1096,NY,36
48876,GTT3457,NY,36
48877,GGD1218,NY,36
48878,GRP4336,NY,36
48879,HLC6469,NY,36
48880,HYB1259,NY,36
48881,GXS3475,NY,36
48882,HBR8304,NY,36
48883,GYB5118,NY,36
48884,HYB6485,NY,36
48885,HKB5095,NY,36
48886,HPX2423,NY,36
48887,HDT1715,NY,36
48888,HNK8465,NY,36
48889,HSF7071,NY,36
48890,HYC2828,NY,36
48891,GNX9165,NY,36
48892,HMX5535,NY,36
48893,GPP9369,NY,36
48894,GXC1872,NY,36
48895,HUL6314,NY,36
48896,GSC4897,NY,36
48897,HFZ6868,NY,36
48898,HHK4679,NY,36
48899,GHM2481,NY,36
48900,HLM4970,NY,36
48901,HPU8342,NY,36
48902,HHK1289,NY,36
48903,HVW4956,NY,36
48904,GJB4712,NY,36
48905,GHV6366,NY,36
48906,HGU4898,NY,36
48907,HLC3640,NY,36
48908,HNB9872,NY,36
48909,HXN4877,NY,36
48910,HPF2970,NY,36
48911,HFZ4569,NY,36
48912,GZT8754,NY,36
48913,HCF3449,NY,36
48914,HDZ7897,NY,36
48915,HJN1220,NY,36
48916,HJN6944,NY,36
48917,GBD8807,NY,36
48918,HKX8789,NY,36
48919,GXB4564,NY,36
48920,HYH3704,NY,36
48921,HPY8209,NY,36
48922,HVV1647,NY,36
48923,GTC1113,NY,36
48924,GBL7879,NY,36
48925,HME5406,NY,36
48926,GRU4136,NY,36
48927,JBH8667,NY,36
48928,HZL7407,NY,36
48929,HLP7647,NY,36
48930,GKX1165,NY,36
48931,JAU6543,NY,36
48932,HPU5356,NY,36
48933,HSW5192,NY,36
48934,GRV2637,NY,36
48935,GZJ2320,NY,36
48936,GTB8497,NY,36
48937,GEN1103,NY,36
48938,JBX3652,NY,36
48939,GRH4128,NY,36
48940,GCE6827,NY,36
48941,GZT7832,NY,36
48942,HTS5832,NY,36
48943,HTA6411,NY,36
48944,HKE6753,NY,36
48945,HUR4606,NY,36
48946,HCW5761,NY,36
48947,HUH5894,NY,36
48948,HWY3748,NY,36
48949,HVW7424,NY,36
48950,HGK6426,NY,36
48951,HSA6686,NY,36
48952,GZY1337,NY,36
48953,HDX7674,NY,36
48954,HLV7918,NY,36
48955,HVE4377,NY,36
48956,HJX3057,NY,36
48957,HBY6935,NY,36
48958,HUH4748,NY,36
48959,HXL2583,NY,36
48960,GRJ9823,NY,36
48961,HCE5785,NY,36
48962,HPK6310,NY,36
48963,HBS3366,NY,36
48964,HWX8422,NY,36
48965,GJT2560,NY,36
48966,HLB4017,NY,36
48967,GZT3169,NY,36
48968,HSL2308,NY,36
48969,GZD4274,NY,36
48970,HVD4760,NY,36
48971,JAB4165,NY,36
48972,HRA6976,NY,36
48973,GSR3196,NY,36
48974,GHJ5905,NY,36
48975,GAB8440,NY,36
48976,HXZ8701,NY,36
48977,HKX2456,NY,36
48978,HCG7472,NY,36
48979,GLP1078,NY,36
48980,GMZ6602,NY,36
48981,HCD3117,NY,36
48982,GFT4477,NY,36
48983,HWW6658,NY,36
48984,JAK2928,NY,36
48985,HDS4276,NY,36
48986,HRF1131,NY,36
48987,GSL6099,NY,36
48988,HLC6501,NY,36
48989,HNV7448,NY,36
48990,HSJ9102,NY,36
48991,HYH6518,NY,36
48992,HXL2583,NY,36
48993,GHP1372,NY,36
48994,HCJ5319,NY,36
48995,HWW2808,NY,36
48996,HHE3106,NY,36
48997,HBY1484,NY,36
48998,HNU9099,NY,36
48999,HTS2322,NY,36
49000,HKR2502,NY,36
49001,HLP8375,NY,36
49002,HDD5549,NY,36
49003,HSA3052,NY,36
49004,HYZ7040,NY,36
49005,HGS9753,NY,36
49006,GTE8528,NY,36
49007,GAB6231,NY,36
49008,GTU3885,NY,36
49009,HZE2143,NY,36
49010,GTV7647,NY,36
49011,GYP7993,NY,36
49012,JBB9129,NY,36
49013,HGU9516,NY,36
49014,HZS4700,NY,36
49015,HFG6068,NY,36
49016,HDE7194,NY,36
49017,HEG3723,NY,36
49018,HXX5748,NY,36
49019,HLP7231,NY,36
49020,HXV2279,NY,36
49021,GZR1673,NY,36
49022,HDV5503,NY,36
49023,GEJ7935,NY,36
49024,HXU6560,NY,36
49025,GSS7294,NY,36
49026,GWM3670,NY,36
49027,HEW8507,NY,36
49028,HNC2444,NY,36
49029,HRJ8717,NY,36
49030,HDE5061,NY,36
49031,GRJ3160,NY,36
49032,GRC1718,NY,36
49033,HGT2432,NY,36
49034,HML5389,NY,36
49035,HSW4830,NY,36
49036,HYC4024,NY,36
49037,HHL2621,NY,36
49038,GWK1998,NY,36
49039,HEB8765,NY,36
49040,HYJ4042,NY,36
49041,GNV4240,NY,36
49042,GGA2181,NY,36
49043,GSM7230,NY,36
49044,GUY4334,NY,36
49045,HFH3778,NY,36
49046,GSE2796,NY,36
49047,HXK3386,NY,36
49048,HNA5997,NY,36
49049,HMJ3517,NY,36
49050,HYK9650,NY,36
49051,HWV6243,NY,36
49052,GLR1140,NY,36
49053,GVJ8201,NY,36
49054,HXU1807,NY,36
49055,GTE7446,NY,36
49056,HFD1956,NY,36
49057,HGM7982,NY,36
49058,HNR4184,NY,36
49059,GXX2353,NY,36
49060,HDT1673,NY,36
49061,JAB3710,NY,36
49062,HVD5296,NY,36
49063,HSU8159,NY,36
49064,HMC4242,NY,36
49065,HAM5887,NY,36
49066,HPE3896,NY,36
49067,GKU5945,NY,36
49068,HNE4471,NY,36
49069,HSG7737,NY,36
49070,HTZ6030,NY,36
49071,GZT3216,NY,36
49072,HPZ3587,NY,36
49073,HZS5684,NY,36
49074,HWF6988,NY,36
49075,HUU7216,NY,36
49076,HZR4036,NY,36
49077,GHS7627,NY,36
49078,GKB2268,NY,36
49079,GTM5541,NY,36
49080,HXK1904,NY,36
49081,HRE5412,NY,36
49082,HJP8086,NY,36
49083,GSW4585,NY,36
49084,HVW3945,NY,36
49085,HTB4316,NY,36
49086,GBJ1667,NY,36
49087,JAW8329,NY,36
49088,GLC3065,NY,36
49089,HTL2887,NY,36
49090,HKX2022,NY,36
49091,HSJ2100,NY,36
49092,HXS3411,NY,36
49093,HKR7136,NY,36
49094,GZJ2017,NY,36
49095,GFM1291,NY,36
49096,GRZ8029,NY,36
49097,GLC3065,NY,36
49098,HCP3895,NY,36
49099,HFD3739,NY,36
49100,GYC9431,NY,36
49101,HSU9144,NY,36
49102,GWU8478,NY,36
49103,HVR2821,NY,36
49104,HVN5407,NY,36
49105,JAU9153,NY,36
49106,HTU8804,NY,36
49107,HUJ8252,NY,36
49108,HTY5247,NY,36
49109,GHM7202,NY,36
49110,HXM1278,NY,36
49111,HSN5291,NY,36
49112,HMV7576,NY,36
49113,GTS2771,NY,36
49114,HTN7217,NY,36
49115,GPU5100,NY,36
49116,HSL3222,NY,36
49117,L861NE,NY,36
49118,GWG5306,NY,36
49119,HTB5389,NY,36
49120,HPZ1773,NY,36
49121,HCP6039,NY,36
49122,HTV1495,NY,36
49123,HJL3038,NY,36
49124,GYB6401,NY,36
49125,HLE9129,NY,36
49126,GNK8589,NY,36
49127,HVK8250,NY,36
49128,HYU6877,NY,36
49129,GGW9175,NY,36
49130,HSD6484,NY,36
49131,HTC8215,NY,36
49132,GWU1016,NY,36
49133,HKB8596,NY,36
49134,HUH4552,NY,36
49135,GFM1291,NY,36
49136,HLE9129,NY,36
49137,HWW9837,NY,36
49138,GPY1650,NY,36
49139,JAU6581,NY,36
49140,HFK3368,NY,36
49141,HXM1278,NY,36
49142,HUC6203,NY,36
49143,HGH8973,NY,36
49144,HTY3404,NY,36
49145,HSF7071,NY,36
49146,GXV3488,NY,36
49147,GCP9885,NY,36
49148,GXT4038,NY,36
49149,HUD7131,NY,36
49150,GCG7404,NY,36
49151,HMR9912,NY,36
49152,HEH1532,NY,36
49153,GEX6790,NY,36
49154,HUH4552,NY,36
49155,GJM6526,NY,36
49156,HWS3949,NY,36
49157,GJJ9660,NY,36
49158,GZD4483,NY,36
49159,GYX2044,NY,36
49160,GLG4661,NY,36
49161,HZE2545,NY,36
49162,HXD4211,NY,36
49163,HUS2676,NY,36
49164,GZR5325,NY,36
49165,GJJ9660,NY,36
49166,HZT8317,NY,36
49167,HME9093,NY,36
49168,HKV8930,NY,36
49169,HCF8245,NY,36
49170,HXV1003,NY,36
49171,HLA3243,NY,36
49172,JAG1229,NY,36
49173,HYK6629,NY,36
49174,HWW2793,NY,36
49175,GZM1013,NY,36
49176,HKR7139,NY,36
49177,HFD4810,NY,36
49178,JBH8691,NY,36
49179,HCU4553,NY,36
49180,GXR1882,NY,36
49181,HTP2145,NY,36
49182,HTY4257,NY,36
49183,HYB1961,NY,36
49184,HYS1399,NY,36
49185,HDU2518,NY,36
49186,HRA7110,NY,36
49187,HRE1849,NY,36
49188,HCC6101,NY,36
49189,GVV3286,NY,36
49190,HYA1113,NY,36
49191,HLM2836,NY,36
49192,HVY9533,NY,36
49193,JBC1673,NY,36
49194,GKY3885,NY,36
49195,HSR9388,NY,36
49196,HHL8446,NY,36
49197,HSZ6062,NY,36
49198,HFG5293,NY,36
49199,HXN7328,NY,36
49200,HPZ4691,NY,36
49201,HDY9406,NY,36
49202,GFL1840,NY,36
49203,GED9276,NY,36
49204,HJX1369,NY,36
49205,HGK6277,NY,36
49206,GGW9175,NY,36
49207,HDE6841,NY,36
49208,HLA4406,NY,36
49209,JAU6499,NY,36
49210,HJM6649,NY,36
49211,GRC3471,NY,36
49212,HMK2414,NY,36
49213,JAV6627,NY,36
49214,HKM3878,NY,36
49215,HND7903,NY,36
49216,GGZ2729,NY,36
49217,GGP6832,NY,36
49218,GLB7407,NY,36
49219,HWT7682,NY,36
49220,HJX4911,NY,36
49221,GRA4800,NY,36
49222,HRA6158,NY,36
49223,HLX6940,NY,36
49224,HSS4260,NY,36
49225,GYV7640,NY,36
49226,HPD2971,NY,36
49227,GLL6847,NY,36
49228,HKJ7444,NY,36
49229,GGP9145,NY,36
49230,GDL5345,NY,36
49231,HXN6750,NY,36
49232,HWX8612,NY,36
49233,HTZ6702,NY,36
49234,HJY5795,NY,36
49235,HAM1288,NY,36
49236,GHJ1893,NY,36
49237,HPG9768,NY,36
49238,HTB7337,NY,36
49239,HHV8553,NY,36
49240,HXC7359,NY,36
49241,HNR5006,NY,36
49242,HLU5570,NY,36
49243,HWV9571,NY,36
49244,HKR5420,NY,36
49245,HSW2365,NY,36
49246,HRJ9462,NY,36
49247,HNV9654,NY,36
49248,HLF3753,NY,36
49249,HLV6130,NY,36
49250,GWB5567,NY,36
49251,GFN4702,NY,36
49252,HVS8429,NY,36
49253,HYX3354,NY,36
49254,HXZ5186,NY,36
49255,HFS3007,NY,36
49256,HTZ3370,NY,36
49257,HYC4062,NY,36
49258,HAY3567,NY,36
49259,GXR8247,NY,36
49260,HSS3349,NY,36
49261,GRC4927,NY,36
49262,HLC2545,NY,36
49263,HUJ9619,NY,36
49264,HXU1560,NY,36
49265,HNR4187,NY,36
49266,GWK4452,NY,36
49267,GYG2724,NY,36
49268,HVU9145,NY,36
49269,HNU8425,NY,36
49270,HWW6196,NY,36
49271,HXM3247,NY,36
49272,GMG8150,NY,36
49273,HNH8010,NY,36
49274,HXA3155,NY,36
49275,JAU9787,NY,36
49276,GPU5854,NY,36
49277,HJD1118,NY,36
49278,HND3642,NY,36
49279,GED9266,NY,36
49280,L901XN,NY,36
49281,GLR1914,NY,36
49282,GJY6076,NY,36
49283,GZT4568,NY,36
49284,HYK2143,NY,36
49285,HSF2499,NY,36
49286,HEW7304,NY,36
49287,HUS1273,NY,36
49288,GGC9245,NY,36
49289,GVW9317,NY,36
49290,GZJ4345,NY,36
49291,HYC1468,NY,36
49292,HYB2241,NY,36
49293,GSC6660,NY,36
49294,HXH9414,NY,36
49295,GLL1221,NY,36
49296,HVY5544,NY,36
49297,JBH6258,NY,36
49298,HZR7560,NY,36
49299,HRH8250,NY,36
49300,HVN5077,NY,36
49301,JAW8290,NY,36
49302,GJF1723,NY,36
49303,GBJ9642,NY,36
49304,HNZ4161,NY,36
49305,GPV4840,NY,36
49306,HZJ6014,NY,36
49307,HWF8310,NY,36
49308,HCM6800,NY,36
49309,HRD8404,NY,36
49310,HAS1738,NY,36
49311,HJX9418,NY,36
49312,GZZ7546,NY,36
49313,GGS5430,NY,36
49314,HKN1139,NY,36
49315,GHU6729,NY,36
49316,GZM3992,NY,36
49317,GFV5385,NY,36
49318,GFS7906,NY,36
49319,HXS4503,NY,36
49320,HLE7249,NY,36
49321,HAX7711,NY,36
49322,GVT3107,NY,36
49323,GDY5581,NY,36
49324,HCS1201,NY,36
49325,GXV8808,NY,36
49326,HBE6302,NY,36
49327,HVW9835,NY,36
49328,HUR6405,NY,36
49329,GFM5333,NY,36
49330,HBS6606,NY,36
49331,GDV8663,NY,36
49332,HAY5483,NY,36
49333,HXS9533,NY,36
49334,HJZ8956,NY,36
49335,HMR8652,NY,36
49336,GVG8812,NY,36
49337,HUW4078,NY,36
49338,JAA9799,NY,36
49339,HXM1022,NY,36
49340,HXS6265,NY,36
49341,HUE5468,NY,36
49342,HLA5675,NY,36
49343,GKX2677,NY,36
49344,HYK1924,NY,36
49345,GWU4666,NY,36
49346,HUK8686,NY,36
49347,HPN5649,NY,36
49348,HDX5941,NY,36
49349,KRISTODO,NY,36
49350,GWV4036,NY,36
49351,HRK8418,NY,36
49352,HPJ6115,NY,36
49353,HZT3510,NY,36
49354,HEJ5817,NY,36
49355,GLV5421,NY,36
49356,HDF6306,NY,36
49357,HFZ8871,NY,36
49358,JBX3872,NY,36
49359,HGV7341,NY,36
49360,GRZ8265,NY,36
49361,HZE1141,NY,36
49362,HNW9696,NY,36
49363,HWW4449,NY,36
49364,GXL9362,NY,36
49365,HXL2705,NY,36
49366,HMC3478,NY,36
49367,JAV7154,NY,36
49368,HZJ3709,NY,36
49369,HZT8118,NY,36
49370,HDZ9824,NY,36
49371,GKM4208,NY,36
49372,HGV5824,NY,36
49373,HNF8893,NY,36
49374,GRZ8265,NY,36
49375,GPX8619,NY,36
49376,GFL5100,NY,36
49377,GVG8059,NY,36
49378,GDE3455,NY,36
49379,GPK9690,NY,36
49380,JBJ1715,NY,36
49381,GWG4938,NY,36
49382,HMX8426,NY,36
49383,HYU4677,NY,36
49384,GHS8465,NY,36
49385,HSE8257,NY,36
49386,GYF1502,NY,36
49387,GZN9428,NY,36
49388,GWR6444,NY,36
49389,HZT3085,NY,36
49390,HVX2904,NY,36
49391,HFW8640,NY,36
49392,HCB2110,NY,36
49393,GVT7568,NY,36
49394,GZZ6495,NY,36
49395,HBB4321,NY,36
49396,HAR2738,NY,36
49397,HYC1288,NY,36
49398,HZT6276,NY,36
49399,HBT8033,NY,36
49400,HXE8883,NY,36
49401,HMK5027,NY,36
49402,HNW8852,NY,36
49403,HUR2133,NY,36
49404,GBJ5664,NY,36
49405,HUS2164,NY,36
49406,HUJ4912,NY,36
49407,GTC1999,NY,36
49408,GLU9467,NY,36
49409,HKF6092,NY,36
49410,HXL9347,NY,36
49411,GXS2770,NY,36
49412,HSJ9074,NY,36
49413,HUT6351,NY,36
49414,HTK9112,NY,36
49415,GZP2895,NY,36
49416,HYU7934,NY,36
49417,HTY5333,NY,36
49418,HMU1086,NY,36
49419,HSB3000,NY,36
49420,HYV2976,NY,36
49421,HBU1439,NY,36
49422,HDY4886,NY,36
49423,GYG2286,NY,36
49424,HUV4652,NY,36
49425,HXU4008,NY,36
49426,HRZ1900,NY,36
49427,GSX5026,NY,36
49428,GTB5567,NY,36
49429,HUS7437,NY,36
49430,HJE3299,NY,36
49431,HUS4703,NY,36
49432,GWG3406,NY,36
49433,HUY3933,NY,36
49434,GXY9424,NY,36
49435,GMX1218,NY,36
49436,HYU5702,NY,36
49437,GDW2570,NY,36
49438,HKM3438,NY,36
49439,HNR7108,NY,36
49440,GCD3446,NY,36
49441,GCL2928,NY,36
49442,HTN9303,NY,36
49443,HFK1318,NY,36
49444,HJL8854,NY,36
49445,HCR5475,NY,36
49446,HSD1623,NY,36
49447,HSC3243,NY,36
49448,HLZ5364,NY,36
49449,HRH8498,NY,36
49450,GLP1795,NY,36
49451,HVY3152,NY,36
49452,HSD6738,NY,36
49453,GCD2793,NY,36
49454,HNR8490,NY,36
49455,JAJ3019,NY,36
49456,HRK2495,NY,36
49457,GBJ6368,NY,36
49458,HRH8498,NY,36
49459,HTA7734,NY,36
49460,GVD1930,NY,36
49461,HDS4577,NY,36
49462,HMK2156,NY,36
49463,HWY6823,NY,36
49464,HNC2412,NY,36
49465,GYA8519,NY,36
49466,GSG7456,NY,36
49467,GUU8817,NY,36
49468,HCW1050,NY,36
